12/15/20|00:00|000010102|St. John's|-4|OZONE|PPB|34|Newfoundland & Labrador DEC
12/15/20|00:00|000010401|Mount Pearl|-4|OZONE|PPB|35|Newfoundland & Labrador DEC
12/15/20|00:00|000010401|Mount Pearl|-4|PM2.5|UG/M3|4|Newfoundland & Labrador DEC
12/15/20|00:00|000010501|Grand Falls Windsor|-4|OZONE|PPB|25|Newfoundland & Labrador DEC
12/15/20|00:00|000010601|Goose Bay|-4|OZONE|PPB|37|Canadian Air and Precipitation Monitoring Network
12/15/20|00:00|000010602|MacPherson Avenue - |-4|PM2.5|UG/M3|4|Environment Canada
12/15/20|00:00|000010801|Port au Choix|-4|OZONE|PPB|32|Newfoundland & Labrador DEC
12/15/20|00:00|000010901|Marystown/Burin|-4|PM2.5|UG/M3|1|Environment Canada
12/15/20|00:00|000011002|FIREHALL-LABRADORCIT|-4|PM2.5|UG/M3|3|Environment Canada
12/15/20|00:00|000020104|CHARLOTTETOWN|-4|NO|PPB|0|Environment Canada
12/15/20|00:00|000020104|CHARLOTTETOWN|-4|NO2|PPB|1|Environment Canada
12/15/20|00:00|000020104|CHARLOTTETOWN|-4|OZONE|PPB|11|Environment Canada
12/15/20|00:00|000020104|CHARLOTTETOWN|-4|PM2.5|UG/M3|6|Environment Canada
12/15/20|00:00|000020104|CHARLOTTETOWN|-4|SO2|PPB|0|Environment Canada
12/15/20|00:00|000020301|WELLINGTON|-4|NO|PPB|0|Environment Canada
12/15/20|00:00|000020301|WELLINGTON|-4|NO2|PPB|1|Environment Canada
12/15/20|00:00|000020301|WELLINGTON|-4|OZONE|PPB|12|Environment Canada
12/15/20|00:00|000020301|WELLINGTON|-4|PM2.5|UG/M3|4|Environment Canada
12/15/20|00:00|000020401|SOUTHAMPTON|-4|NO|PPB|0|Environment Canada
12/15/20|00:00|000020401|SOUTHAMPTON|-4|NO2|PPB|1|Environment Canada
12/15/20|00:00|000020401|SOUTHAMPTON|-4|OZONE|PPB|10|Environment Canada
12/15/20|00:00|000020401|SOUTHAMPTON|-4|PM2.5|UG/M3|4|Environment Canada
12/15/20|00:00|000030113|JOHNSTON BUILDING -|-4|PM2.5|UG/M3|6|Environment Canada
12/15/20|00:00|000030120|Lake Major|-4|NO|PPB|0|Environment Canada
12/15/20|00:00|000030120|Lake Major|-4|OZONE|PPB|12|Environment Canada
12/15/20|00:00|000030120|Lake Major|-4|PM2.5|UG/M3|6|Environment Canada
12/15/20|00:00|000030201|PORT HAWKESBURY|-4|NO|PPB|1|Environment Canada
12/15/20|00:00|000030201|PORT HAWKESBURY|-4|NO2|PPB|5|Environment Canada
12/15/20|00:00|000030201|PORT HAWKESBURY|-4|OZONE|PPB|8|Environment Canada
12/15/20|00:00|000030201|PORT HAWKESBURY|-4|PM2.5|UG/M3|11|Environment Canada
12/15/20|00:00|000030310|SYDNEY|-4|NO|PPB|3|Environment Canada
12/15/20|00:00|000030310|SYDNEY|-4|NO2|PPB|5|Environment Canada
12/15/20|00:00|000030310|SYDNEY|-4|OZONE|PPB|12|Environment Canada
12/15/20|00:00|000030310|SYDNEY|-4|PM2.5|UG/M3|8|Environment Canada
12/15/20|00:00|000030310|SYDNEY|-4|SO2|PPB|0|Environment Canada
12/15/20|00:00|000030502|Kejimkujik Site B|-4|OZONE|PPB|13|Canadian Air and Precipitation Monitoring Network
12/15/20|00:00|000030701|AYLESFORD MOUNTAIN|-4|OZONE|PPB|18|Environment Canada
12/15/20|00:00|000030701|AYLESFORD MOUNTAIN|-4|PM2.5|UG/M3|5|Environment Canada
12/15/20|00:00|000030901|PICTOU|-4|NO|PPB|0|Environment Canada
12/15/20|00:00|000030901|PICTOU|-4|NO2|PPB|1|Environment Canada
12/15/20|00:00|000030901|PICTOU|-4|OZONE|PPB|15|Environment Canada
12/15/20|00:00|000030901|PICTOU|-4|PM2.5|UG/M3|2|Environment Canada
12/15/20|00:00|000031101|KENTVILLE|-4|OZONE|PPB|18|Environment Canada
12/15/20|00:00|000031101|KENTVILLE|-4|PM2.5|UG/M3|7|Environment Canada
12/15/20|00:00|000040104|FREDERICTON-NEEDHAM |-4|NO2|PPB|0|Environment Canada
12/15/20|00:00|000040104|FREDERICTON-NEEDHAM |-4|OZONE|PPB|26|Environment Canada
12/15/20|00:00|000040104|FREDERICTON-NEEDHAM |-4|PM2.5|UG/M3|5|Environment Canada
12/15/20|00:00|000040203|FOREST HILLS|-4|OZONE|PPB|24|Environment Canada
12/15/20|00:00|000040203|FOREST HILLS|-4|PM2.5|UG/M3|6|Environment Canada
12/15/20|00:00|000040207|SAINT JOHN WEST|-4|OZONE|PPB|21|Environment Canada
12/15/20|00:00|000040207|SAINT JOHN WEST|-4|PM2.5|UG/M3|5|Environment Canada
12/15/20|00:00|000040209|CASTLE ST. SAINT JO|-4|PM2.5|UG/M3|4|Environment Canada
